time,vehicle_id,origin,destination,lane,block,arrival_time,stuck_time,active,light,type
175,14,18,20,4,3,160,0,False,none,AV
180,0,16,10,0,35,8,0,False,none,HDV
180,1,16,8,1,35,9,0,False,none,HDV
180,4,1,3,3,33,20,0,False,none,AV
180,5,1,2,1,32,22,0,False,none,AV
180,6,16,8,2,32,23,0,False,none,HDV
180,7,21,22,4,0,180,0,False,none,AV
180,7,21,22,4,0,180,0,False,none,AV
180,9,14,15,0,29,37,0,False,none,HDV
180,10,14,11,3,29,38,0,False,none,HDV
180,11,24,13,1,29,39,0,False,none,HDV
180,12,4,3,0,25,58,0,False,none,HDV
180,13,24,13,3,25,60,0,False,none,HDV
180,15,6,5,3,23,67,0,False,none,HDV
180,16,21,24,1,21,75,0,False,none,HDV
180,16,21,24,1,22,75,0,False,none,HDV
180,17,21,20,0,21,78,0,False,none,AV
180,18,13,24,0,21,79,0,False,none,HDV
180,19,5,6,3,18,92,0,False,none,HDV
180,20,12,3,2,18,93,0,False,none,AV
180,3,5,6,0,13,115,0,False,none,HDV
180,8,17,16,4,10,130,0,False,none,AV
180,2,21,22,4,4,160,0,False,none,AV
180,14,18,20,4,4,160,0,False,none,AV
185,0,16,10,0,36,8,0,False,none,HDV
185,1,16,8,1,36,9,0,False,none,HDV
185,4,1,3,3,34,20,0,False,none,AV
185,5,1,2,1,33,22,0,False,none,AV
185,6,16,8,2,33,23,0,False,none,HDV
185,9,14,15,0,30,37,0,False,none,HDV
185,10,14,11,2,29,38,0,False,none,HDV
185,10,14,11,2,30,38,0,False,none,HDV
185,11,24,13,0,29,39,0,False,none,HDV
185,11,24,13,0,30,39,0,False,none,HDV
185,12,4,3,0,26,58,0,False,none,HDV
185,13,24,13,3,26,60,0,False,none,HDV
185,15,6,5,3,24,67,0,False,none,HDV
185,16,21,24,0,22,75,0,False,none,HDV
185,16,21,24,0,23,75,0,False,none,HDV
185,17,21,20,0,22,78,0,False,none,AV
185,18,13,24,0,22,79,0,False,none,HDV
185,19,5,6,3,19,92,0,False,none,HDV
185,20,12,3,2,19,93,0,False,none,AV
185,3,5,6,0,14,115,0,False,none,HDV
185,8,17,16,4,11,130,0,False,none,AV
185,14,18,20,4,5,160,0,False,none,AV
185,2,21,22,4,5,160,0,False,none,AV
185,7,21,22,4,1,180,0,False,none,AV
190,0,16,10,0,37,8,0,False,none,HDV
190,1,16,8,1,37,9,0,False,none,HDV
190,4,1,3,4,34,20,0,False,none,AV
190,4,1,3,4,35,20,0,False,none,AV
190,5,1,2,1,34,22,0,False,none,AV
190,6,16,8,2,34,23,0,False,none,HDV
190,9,14,15,0,31,37,0,False,none,HDV
190,10,14,11,1,30,38,0,False,none,HDV
190,10,14,11,1,31,38,0,False,none,HDV
190,11,24,13,0,31,39,0,False,none,HDV
190,12,4,3,0,27,58,0,False,none,HDV
190,13,24,13,3,27,60,0,False,none,HDV
190,15,6,5,3,25,67,0,False,none,HDV
190,16,21,24,0,24,75,0,False,none,HDV
190,17,21,20,0,23,78,0,False,none,AV
190,18,13,24,0,23,79,0,False,none,HDV
190,19,5,6,3,20,92,0,False,none,HDV
190,20,12,3,2,20,93,0,False,none,AV
190,3,5,6,0,15,115,0,False,none,HDV
190,8,17,16,4,12,130,0,False,none,AV
190,14,18,20,4,6,160,0,False,none,AV
190,2,21,22,4,6,160,0,False,none,AV
190,7,21,22,4,2,180,0,False,none,AV
195,0,16,10,0,38,8,0,False,none,HDV
195,1,16,8,1,38,9,0,False,none,HDV
195,4,1,3,4,36,20,0,False,none,AV
195,5,1,2,1,35,22,0,False,none,AV
195,6,16,8,2,35,23,0,False,none,HDV
195,9,14,15,0,32,37,0,False,none,HDV
195,10,14,11,0,31,38,0,False,none,HDV
195,10,14,11,0,32,38,0,False,none,HDV
195,11,24,13,0,32,39,0,False,none,HDV
195,12,4,3,0,28,58,0,False,none,HDV
195,13,24,13,3,28,60,0,False,none,HDV
195,15,6,5,3,26,67,0,False,none,HDV
195,16,21,24,0,25,75,0,False,none,HDV
195,17,21,20,0,24,78,0,False,none,AV
195,18,13,24,0,24,79,0,False,none,HDV
195,19,5,6,3,21,92,0,False,none,HDV
195,20,12,3,2,21,93,0,False,none,AV
195,3,5,6,0,16,115,0,False,none,HDV
195,8,17,16,4,13,130,0,False,none,AV
195,14,18,20,4,7,160,0,False,none,AV
195,2,21,22,4,7,160,0,False,none,AV
195,7,21,22,4,3,180,0,False,none,AV
200,0,16,10,0,39,8,0,False,red,HDV
200,1,16,8,1,39,9,0,False,none,HDV
200,4,1,3,4,37,20,0,False,none,AV
200,5,1,2,1,36,22,0,False,none,AV
200,6,16,8,2,36,23,0,False,none,HDV
200,9,14,15,0,33,37,0,False,none,HDV
200,10,14,11,0,33,38,0,False,none,HDV
200,11,24,13,0,33,39,0,False,none,HDV
200,12,4,3,0,29,58,0,False,none,HDV
200,13,24,13,3,29,60,0,False,none,HDV
200,15,6,5,3,27,67,0,False,none,HDV
200,16,21,24,0,26,75,0,False,none,HDV
200,17,21,20,0,25,78,0,False,none,AV
200,18,13,24,0,25,79,0,False,none,HDV
200,19,5,6,3,22,92,0,False,none,HDV
200,20,12,3,2,22,93,0,False,none,AV
200,3,5,6,0,17,115,0,False,none,HDV
200,8,17,16,4,14,130,0,False,none,AV
200,14,18,20,4,8,160,0,False,none,AV
200,2,21,22,4,8,160,0,False,none,AV
200,7,21,22,4,4,180,0,False,none,AV
205,0,10,11,0,0,205,0,False,none,HDV
205,0,10,11,0,0,205,0,False,none,HDV
205,1,16,8,0,39,9,0,False,none,HDV
205,1,16,8,0,40,9,0,False,none,HDV
205,4,1,3,4,38,20,0,False,none,AV
205,5,1,2,1,37,22,0,False,none,AV
205,6,16,8,2,37,23,0,False,none,HDV
205,9,14,15,0,34,37,0,False,none,HDV
205,10,14,11,0,34,38,0,False,none,HDV
205,11,24,13,0,34,39,0,False,none,HDV
205,12,4,3,0,30,58,0,False,none,HDV
205,13,24,13,2,29,60,0,False,none,HDV
205,13,24,13,2,30,60,0,False,none,HDV
205,15,6,5,3,28,67,0,False,none,HDV
205,16,21,24,0,27,75,0,False,none,HDV
205,17,21,20,0,26,78,0,False,none,AV
205,18,13,24,0,26,79,0,False,none,HDV
205,19,5,6,3,23,92,0,False,none,HDV
205,20,12,3,2,23,93,0,False,none,AV
205,3,5,6,0,18,115,0,False,none,HDV
205,8,17,16,4,15,130,0,False,none,AV
205,14,18,20,4,9,160,0,False,none,AV
205,2,21,22,4,9,160,0,False,none,AV
205,7,21,22,4,5,180,0,False,none,AV
210,1,16,8,0,41,9,0,False,none,HDV
210,4,1,3,4,39,20,0,False,red,AV
210,5,1,2,1,38,22,0,False,none,AV
210,6,16,8,2,38,23,0,False,none,HDV
210,9,14,15,0,35,37,0,False,none,HDV
210,10,14,11,0,35,38,0,False,none,HDV
210,11,24,13,0,35,39,0,False,none,HDV
210,12,4,3,0,31,58,0,False,none,HDV
210,13,24,13,1,30,60,0,False,none,HDV
210,13,24,13,1,31,60,0,False,none,HDV
210,15,6,5,3,29,67,0,False,none,HDV
210,16,21,24,0,28,75,0,False,none,HDV
210,17,21,20,0,27,78,0,False,none,AV
210,18,13,24,0,27,79,0,False,none,HDV
210,19,5,6,3,24,92,0,False,none,HDV
210,20,12,3,2,24,93,0,False,none,AV
210,3,5,6,0,19,115,0,False,none,HDV
210,8,17,16,4,16,130,0,False,none,AV
210,14,18,20,4,10,160,0,False,none,AV
210,2,21,22,4,10,160,0,False,none,AV
210,7,21,22,4,6,180,0,False,none,AV
210,0,10,11,0,1,205,0,False,none,HDV
215,1,16,8,0,42,9,0,False,none,HDV
215,4,3,12,4,0,215,0,False,none,AV
215,4,3,12,4,0,215,0,False,none,AV
215,5,1,2,1,39,22,0,False,none,AV
215,6,16,8,2,39,23,0,False,none,HDV
215,9,14,15,0,36,37,0,False,none,HDV
215,10,14,11,0,36,38,0,False,none,HDV
215,11,24,13,0,36,39,0,False,none,HDV
215,12,4,3,0,32,58,0,False,none,HDV
215,13,24,13,0,31,60,0,False,none,HDV
215,13,24,13,0,32,60,0,False,none,HDV
215,15,6,5,2,29,67,0,False,none,HDV
215,15,6,5,2,30,67,0,False,none,HDV
215,16,21,24,0,29,75,0,False,red,HDV
215,17,21,20,0,28,78,0,False,none,AV
215,18,13,24,0,28,79,0,False,none,HDV
215,19,5,6,3,25,92,0,False,none,HDV
215,20,12,3,2,25,93,0,False,none,AV
215,3,5,6,0,20,115,0,False,none,HDV
215,8,17,16,4,17,130,0,False,none,AV
215,14,18,20,4,11,160,0,False,none,AV
215,2,21,22,4,11,160,0,False,none,AV
215,7,21,22,4,7,180,0,False,none,AV
215,0,10,11,0,2,205,0,False,none,HDV
220,1,16,8,0,43,9,0,False,none,HDV
220,5,1,2,1,40,22,0,False,none,AV
220,6,16,8,1,39,23,0,False,none,HDV
220,6,16,8,1,40,23,0,False,none,HDV
220,9,14,15,0,37,37,0,False,none,HDV
220,10,14,11,0,37,38,0,False,none,HDV
220,11,24,13,0,37,39,0,False,none,HDV
220,12,4,3,0,33,58,0,False,none,HDV
220,13,24,13,0,33,60,0,False,none,HDV
220,15,6,5,1,30,67,0,False,none,HDV
220,15,6,5,1,31,67,0,False,none,HDV
220,16,24,13,0,0,220,0,False,none,HDV
220,16,24,13,0,0,220,0,False,none,HDV
220,17,21,20,0,29,78,0,False,none,AV
220,18,13,24,0,29,79,0,False,none,HDV
220,19,5,6,3,26,92,0,False,none,HDV
220,20,12,3,2,26,93,0,False,none,AV
220,3,5,6,0,21,115,0,False,none,HDV
220,8,17,16,4,18,130,0,False,none,AV
220,2,21,22,4,12,160,0,False,none,AV
220,14,18,20,4,12,160,0,False,none,AV
220,7,21,22,4,8,180,0,False,none,AV
220,0,10,11,0,3,205,0,False,none,HDV
220,4,3,12,4,1,215,0,False,none,AV
225,1,16,8,0,44,9,0,False,none,HDV
225,5,1,2,1,41,22,0,False,none,AV
225,6,16,8,0,40,23,0,False,none,HDV
225,6,16,8,0,41,23,0,False,none,HDV
225,9,14,15,0,38,37,0,False,none,HDV
225,10,14,11,0,38,38,0,False,none,HDV
225,11,24,13,0,38,39,0,False,none,HDV
225,12,4,3,0,34,58,0,False,none,HDV
225,13,24,13,0,34,60,0,False,none,HDV
225,15,6,5,0,31,67,0,False,none,HDV
225,15,6,5,0,32,67,0,False,none,HDV
225,17,21,20,0,30,78,0,False,none,AV
225,18,13,24,0,30,79,0,False,none,HDV
225,19,5,6,3,27,92,0,False,none,HDV
225,20,12,3,2,27,93,0,False,none,AV
225,3,5,6,0,22,115,0,False,none,HDV
225,8,17,16,4,19,130,0,False,red,AV
225,2,21,22,4,13,160,0,False,none,AV
225,14,18,20,4,13,160,0,False,none,AV
225,7,21,22,4,9,180,0,False,none,AV
225,0,10,11,0,4,205,0,False,none,HDV
225,4,3,12,4,2,215,0,False,none,AV
225,16,24,13,0,1,220,0,False,none,HDV
230,1,16,8,0,45,9,0,False,none,HDV
230,5,1,2,1,42,22,0,False,none,AV
230,6,16,8,0,42,23,0,False,none,HDV
230,9,14,15,0,39,37,0,False,none,HDV
230,10,14,11,0,39,38,0,False,green,HDV
230,11,24,13,0,39,39,0,False,green,HDV
230,12,4,3,0,35,58,0,False,none,HDV
230,13,24,13,0,35,60,0,False,none,HDV
230,15,6,5,0,33,67,0,False,none,HDV
230,17,21,20,0,31,78,0,False,none,AV
230,18,13,24,0,31,79,0,False,none,HDV
230,19,5,6,3,28,92,0,False,none,HDV
230,20,12,3,2,28,93,0,False,none,AV
230,3,5,6,0,23,115,0,False,none,HDV
230,8,16,8,4,0,230,0,False,none,AV
230,8,16,8,4,0,230,0,False,none,AV
230,2,21,22,4,14,160,0,False,none,AV
230,14,18,20,4,14,160,0,False,none,AV
230,7,21,22,4,10,180,0,False,none,AV
230,0,10,11,0,5,205,0,False,none,HDV
230,4,3,12,4,3,215,0,False,none,AV
230,16,24,13,0,2,220,0,False,none,HDV
235,1,16,8,0,46,9,0,False,none,HDV
235,5,1,2,1,43,22,0,False,none,AV
235,6,16,8,0,43,23,0,False,none,HDV
235,9,14,15,0,40,37,0,False,none,HDV
235,10,11,4,0,0,235,0,False,none,HDV
235,10,11,4,0,0,235,0,False,none,HDV
235,11,13,12,0,0,235,0,False,none,HDV
235,11,13,12,0,0,235,0,False,none,HDV
235,12,4,3,0,36,58,0,False,none,HDV
235,13,24,13,0,36,60,0,False,none,HDV
235,15,6,5,0,34,67,0,False,none,HDV
235,17,21,20,0,32,78,0,False,none,AV
235,18,13,24,0,32,79,0,False,none,HDV
235,19,5,6,3,29,92,0,False,none,HDV
235,20,12,3,2,29,93,0,False,none,AV
235,3,5,6,0,24,115,0,False,none,HDV
235,2,21,22,4,15,160,0,False,none,AV
235,14,18,20,4,15,160,0,False,none,AV
235,7,21,22,4,11,180,0,False,none,AV
235,0,10,11,0,6,205,0,False,none,HDV
235,4,3,12,4,4,215,0,False,none,AV
235,16,24,13,0,3,220,0,False,none,HDV
235,8,16,8,4,1,230,0,False,none,AV
240,1,16,8,0,47,9,0,False,none,HDV
240,5,1,2,1,44,22,0,False,none,AV
240,6,16,8,0,44,23,0,False,none,HDV
240,9,14,15,0,41,37,0,False,none,HDV
240,12,4,3,0,37,58,0,False,none,HDV
240,13,24,13,0,37,60,0,False,none,HDV
240,15,6,5,0,35,67,0,False,none,HDV
240,17,21,20,0,33,78,0,False,none,AV
240,18,13,24,0,33,79,0,False,none,HDV
240,19,5,6,2,29,92,0,False,none,HDV
240,19,5,6,2,30,92,0,False,none,HDV
240,20,12,3,3,29,93,0,False,none,AV
240,20,12,3,3,30,93,0,False,none,AV
240,3,5,6,0,25,115,0,False,none,HDV
240,2,21,22,4,16,160,0,False,none,AV
240,14,18,20,4,16,160,0,False,none,AV
240,7,21,22,4,12,180,0,False,none,AV
240,0,10,11,0,7,205,0,False,none,HDV
240,4,3,12,4,5,215,0,False,none,AV
240,16,24,13,0,4,220,0,False,none,HDV
240,8,16,8,4,2,230,0,False,none,AV
240,10,11,4,0,1,235,0,False,none,HDV
240,11,13,12,0,1,235,0,False,none,HDV
245,1,16,8,0,48,9,0,False,none,HDV
245,5,1,2,1,45,22,0,False,none,AV
245,6,16,8,0,45,23,0,False,none,HDV
245,9,14,15,0,42,37,0,False,none,HDV
245,12,4,3,0,38,58,0,False,none,HDV
245,13,24,13,0,38,60,0,False,none,HDV
245,15,6,5,0,36,67,0,False,none,HDV
245,17,21,20,0,34,78,0,False,none,AV
245,18,13,24,0,34,79,0,False,none,HDV
245,19,5,6,1,30,92,0,False,none,HDV
245,19,5,6,1,31,92,0,False,none,HDV
245,20,12,3,3,31,93,0,False,none,AV
245,3,5,6,0,26,115,0,False,none,HDV
245,2,21,22,4,17,160,0,False,none,AV
245,14,18,20,4,17,160,0,False,none,AV
245,7,21,22,4,13,180,0,False,none,AV
245,0,10,11,0,8,205,0,False,none,HDV
245,4,3,12,4,6,215,0,False,none,AV
245,16,24,13,0,5,220,0,False,none,HDV
245,8,16,8,4,3,230,0,False,none,AV
245,10,11,4,0,2,235,0,False,none,HDV
245,11,13,12,0,2,235,0,False,none,HDV
250,1,16,8,0,49,9,0,False,green,HDV
250,5,1,2,1,46,22,0,False,none,AV
250,6,16,8,0,46,23,0,False,none,HDV
250,9,14,15,0,43,37,0,False,none,HDV
250,12,4,3,0,39,58,0,False,green,HDV
250,13,24,13,0,39,60,0,False,green,HDV
250,15,6,5,0,37,67,0,False,none,HDV
250,17,21,20,0,35,78,0,False,none,AV
250,18,13,24,0,35,79,0,False,none,HDV
250,19,5,6,0,31,92,0,False,none,HDV
250,19,5,6,0,32,92,0,False,none,HDV
250,20,12,3,3,32,93,0,False,none,AV
250,3,5,6,0,27,115,0,False,none,HDV
250,2,21,22,4,18,160,0,False,none,AV
250,14,18,20,4,18,160,0,False,none,AV
250,7,21,22,4,14,180,0,False,none,AV
250,0,10,11,0,9,205,0,False,none,HDV
250,4,3,12,4,7,215,0,False,none,AV
250,16,24,13,0,6,220,0,False,none,HDV
250,8,16,8,4,4,230,0,False,none,AV
250,10,11,4,0,3,235,0,False,none,HDV
250,11,13,12,0,3,235,0,False,none,HDV
255,1,8,6,0,0,255,0,False,none,HDV
255,1,8,6,0,0,255,0,False,none,HDV
255,5,1,2,1,47,22,0,False,none,AV
255,6,16,8,0,47,23,0,False,none,HDV
255,9,14,15,0,44,37,0,False,none,HDV
255,12,3,12,0,0,255,0,False,none,HDV
255,12,3,12,0,0,255,0,False,none,HDV
255,15,6,5,0,38,67,0,False,none,HDV
255,17,21,20,0,36,78,0,False,none,AV
255,18,13,24,0,36,79,0,False,none,HDV
255,19,5,6,0,33,92,0,False,none,HDV
255,20,12,3,3,33,93,0,False,none,AV
255,3,5,6,0,28,115,0,False,none,HDV
255,2,21,22,4,19,160,0,False,red,AV
255,14,18,20,4,19,160,0,False,none,AV
255,7,21,22,4,15,180,0,False,none,AV
255,0,10,11,0,10,205,0,False,none,HDV
255,4,3,12,4,8,215,0,False,none,AV
255,16,24,13,0,7,220,0,False,none,HDV
255,8,16,8,4,5,230,0,False,none,AV
255,10,11,4,0,4,235,0,False,none,HDV
255,11,13,12,0,4,235,0,False,none,HDV
260,5,1,2,1,48,22,0,False,none,AV
260,6,16,8,0,48,23,0,False,none,HDV
260,9,14,15,0,45,37,0,False,none,HDV
260,15,6,5,0,39,67,0,False,red,HDV
260,17,21,20,0,37,78,0,False,none,AV
260,18,13,24,0,37,79,0,False,none,HDV
260,19,5,6,0,34,92,0,False,none,HDV
260,20,12,3,3,34,93,0,False,none,AV
260,3,5,6,0,29,115,0,False,none,HDV
260,2,22,15,4,0,260,0,False,none,AV
260,2,22,15,4,0,260,0,False,none,AV
260,14,18,20,4,20,160,0,False,none,AV
260,7,21,22,4,16,180,0,False,none,AV
260,0,10,11,0,11,205,0,False,none,HDV
260,4,3,12,4,9,215,0,False,none,AV
260,16,24,13,0,8,220,0,False,none,HDV
260,8,16,8,4,6,230,0,False,none,AV
260,10,11,4,0,5,235,0,False,none,HDV
260,11,13,12,0,5,235,0,False,none,HDV
260,1,8,6,0,1,255,0,False,none,HDV
260,12,3,12,0,1,255,0,False,none,HDV
265,5,1,2,1,49,22,0,False,none,AV
265,6,16,8,0,49,23,0,False,green,HDV
265,9,14,15,0,46,37,0,False,none,HDV
265,15,5,4,0,0,265,0,False,none,HDV
265,15,5,4,0,0,265,0,False,none,HDV
265,17,21,20,0,38,78,0,False,none,AV
265,18,13,24,0,38,79,0,False,none,HDV
265,19,5,6,0,35,92,0,False,none,HDV
265,20,12,3,4,34,93,0,False,none,AV
265,20,12,3,4,35,93,0,False,none,AV
265,3,5,6,0,30,115,0,False,none,HDV
265,14,18,20,4,21,160,0,False,none,AV
265,7,21,22,4,17,180,0,False,none,AV
265,0,10,11,0,12,205,0,False,none,HDV
265,4,3,12,4,10,215,0,False,none,AV
265,16,24,13,0,9,220,0,False,none,HDV
265,8,16,8,4,7,230,0,False,none,AV
265,10,11,4,0,6,235,0,False,none,HDV
265,11,13,12,0,6,235,0,False,none,HDV
265,1,8,6,0,2,255,0,False,none,HDV
265,12,3,12,0,2,255,0,False,none,HDV
265,2,22,15,4,1,260,0,False,none,AV
270,5,1,2,2,49,22,0,False,none,AV
270,5,1,2,2,50,22,0,False,none,AV
270,6,8,6,0,0,270,0,False,none,HDV
270,6,8,6,0,0,270,0,False,none,HDV
270,9,14,15,0,47,37,0,False,none,HDV
270,17,21,20,0,39,78,0,False,none,AV
270,18,13,24,0,39,79,0,False,red,HDV
270,19,5,6,0,36,92,0,False,none,HDV
270,20,12,3,4,36,93,0,False,none,AV
270,3,5,6,0,31,115,0,False,none,HDV
270,14,18,20,4,22,160,0,False,none,AV
270,7,21,22,4,18,180,0,False,none,AV
270,0,10,11,0,13,205,0,False,none,HDV
270,4,3,12,4,11,215,0,False,none,AV
270,16,24,13,0,10,220,0,False,none,HDV
270,8,16,8,4,8,230,0,False,none,AV
270,10,11,4,0,7,235,0,False,none,HDV
270,11,13,12,0,7,235,0,False,none,HDV
270,12,3,12,0,3,255,0,False,none,HDV
270,1,8,6,0,3,255,0,False,none,HDV
270,2,22,15,4,2,260,0,False,none,AV
270,15,5,4,0,1,265,0,False,none,HDV
275,5,1,2,3,50,22,0,False,none,AV
275,5,1,2,3,51,22,0,False,none,AV
275,9,14,15,0,48,37,0,False,none,HDV
275,17,21,20,0,40,78,0,False,none,AV
275,18,24,21,0,0,275,0,False,none,HDV
275,18,24,21,0,0,275,0,False,none,HDV
275,19,5,6,0,37,92,0,False,none,HDV
275,20,12,3,4,37,93,0,False,none,AV
275,3,5,6,0,32,115,0,False,none,HDV
275,14,18,20,4,23,160,0,False,none,AV
275,7,21,22,4,19,180,0,False,red,AV
275,0,10,11,0,14,205,0,False,none,HDV
275,4,3,12,4,12,215,0,False,none,AV
275,16,24,13,0,11,220,0,False,none,HDV
275,8,16,8,4,9,230,0,False,none,AV
275,10,11,4,0,8,235,0,False,none,HDV
275,11,13,12,0,8,235,0,False,none,HDV
275,12,3,12,0,4,255,0,False,none,HDV
275,1,8,6,0,4,255,0,False,none,HDV
275,2,22,15,4,3,260,0,False,none,AV
275,15,5,4,0,2,265,0,False,none,HDV
275,6,8,6,0,1,270,0,False,none,HDV
280,5,1,2,3,52,22,0,False,none,AV
280,9,14,15,0,49,37,0,False,red,HDV
280,17,21,20,0,41,78,0,False,none,AV
280,19,5,6,0,38,92,0,False,none,HDV
280,20,12,3,4,38,93,0,False,none,AV
280,3,5,6,0,33,115,0,False,none,HDV
280,14,18,20,4,24,160,0,False,none,AV
280,7,22,15,4,0,280,0,False,none,AV
280,7,22,15,4,0,280,0,False,none,AV
280,0,10,11,0,15,205,0,False,none,HDV
280,4,3,12,4,13,215,0,False,none,AV
280,16,24,13,0,12,220,0,False,none,HDV
280,8,16,8,4,10,230,0,False,none,AV
280,11,13,12,0,9,235,0,False,none,HDV
280,10,11,4,0,9,235,0,False,none,HDV
280,12,3,12,0,5,255,0,False,none,HDV
280,1,8,6,0,5,255,0,False,none,HDV
280,2,22,15,4,4,260,0,False,none,AV
280,15,5,4,0,3,265,0,False,none,HDV
280,6,8,6,0,2,270,0,False,none,HDV
280,18,24,21,0,1,275,0,False,none,HDV
285,5,1,2,3,53,22,0,False,none,AV
285,9,15,19,0,0,285,0,False,none,HDV
285,9,15,19,0,0,285,0,False,none,HDV
285,17,21,20,0,42,78,0,False,none,AV
285,19,5,6,0,39,92,0,False,red,HDV
285,20,12,3,4,39,93,0,False,red,AV
285,3,5,6,0,34,115,0,False,none,HDV
285,14,18,20,4,25,160,0,False,none,AV
285,0,10,11,0,16,205,0,False,none,HDV
285,4,3,12,4,14,215,0,False,none,AV
285,16,24,13,0,13,220,0,False,none,HDV
285,8,16,8,4,11,230,0,False,none,AV
285,11,13,12,0,10,235,0,False,none,HDV
285,10,11,4,0,10,235,0,False,none,HDV
285,12,3,12,0,6,255,0,False,none,HDV
285,1,8,6,0,6,255,0,False,none,HDV
285,2,22,15,4,5,260,0,False,none,AV
285,15,5,4,0,4,265,0,False,none,HDV
285,6,8,6,0,3,270,0,False,none,HDV
285,18,24,21,0,2,275,0,False,none,HDV
285,7,22,15,4,1,280,0,False,none,AV
290,5,1,2,3,54,22,0,False,none,AV
290,17,21,20,0,43,78,0,False,none,AV
290,20,3,4,4,0,290,0,False,none,AV
290,20,3,4,4,0,290,0,False,none,AV
290,3,5,6,0,35,115,0,False,none,HDV
290,14,18,20,4,26,160,0,False,none,AV
290,0,10,11,0,17,205,0,False,none,HDV
290,4,3,12,4,15,215,0,False,none,AV
290,16,24,13,0,14,220,0,False,none,HDV
290,8,16,8,4,12,230,0,False,none,AV
290,10,11,4,0,11,235,0,False,none,HDV
290,11,13,12,0,11,235,0,False,none,HDV
290,1,8,6,0,7,255,0,False,none,HDV
290,12,3,12,0,7,255,0,False,none,HDV
290,2,22,15,4,6,260,0,False,none,AV
290,15,5,4,0,5,265,0,False,none,HDV
290,6,8,6,0,4,270,0,False,none,HDV
290,18,24,21,0,3,275,0,False,none,HDV
290,7,22,15,4,2,280,0,False,none,AV
290,9,15,19,0,1,285,0,False,none,HDV
295,5,1,2,4,54,22,0,False,none,AV
295,5,1,2,4,55,22,0,False,none,AV
295,17,21,20,0,44,78,0,False,none,AV
295,3,5,6,0,36,115,0,False,none,HDV
295,14,18,20,4,27,160,0,False,none,AV
295,0,10,11,0,18,205,0,False,none,HDV
295,4,3,12,4,16,215,0,False,none,AV
295,16,24,13,0,15,220,0,False,none,HDV
295,8,16,8,4,13,230,0,False,none,AV
295,11,13,12,0,12,235,0,False,none,HDV
295,10,11,4,0,12,235,0,False,none,HDV
295,12,3,12,0,8,255,0,False,none,HDV
295,1,8,6,0,8,255,0,False,none,HDV
295,2,22,15,4,7,260,0,False,none,AV
295,15,5,4,0,6,265,0,False,none,HDV
295,6,8,6,0,5,270,0,False,none,HDV
295,18,24,21,0,4,275,0,False,none,HDV
295,7,22,15,4,3,280,0,False,none,AV
295,9,15,19,0,2,285,0,False,none,HDV
295,20,3,4,4,1,290,0,False,none,AV
300,5,1,2,4,56,22,0,False,none,AV
300,17,21,20,0,45,78,0,False,none,AV
300,3,5,6,0,37,115,0,False,none,HDV
300,14,18,20,4,28,160,0,False,none,AV
300,0,10,11,0,19,205,0,False,none,HDV
300,4,3,12,4,17,215,0,False,none,AV
300,16,24,13,0,16,220,0,False,none,HDV
300,8,16,8,4,14,230,0,False,none,AV
300,11,13,12,0,13,235,0,False,none,HDV
300,10,11,4,0,13,235,0,False,none,HDV
300,12,3,12,0,9,255,0,False,none,HDV
300,1,8,6,0,9,255,0,False,none,HDV
300,2,22,15,4,8,260,0,False,none,AV
300,15,5,4,0,7,265,0,False,none,HDV
300,6,8,6,0,6,270,0,False,none,HDV
300,18,24,21,0,5,275,0,False,none,HDV
300,7,22,15,4,4,280,0,False,none,AV
300,9,15,19,0,3,285,0,False,none,HDV
300,20,3,4,4,2,290,0,False,none,AV
305,5,1,2,4,57,22,0,False,none,AV
305,17,21,20,0,46,78,0,False,none,AV
305,3,5,6,0,38,115,0,False,none,HDV
305,14,18,20,4,29,160,0,False,none,AV
305,0,10,11,0,20,205,0,False,none,HDV
305,4,3,12,4,18,215,0,False,none,AV
305,16,24,13,0,17,220,0,False,none,HDV
305,8,16,8,4,15,230,0,False,none,AV
305,11,13,12,0,14,235,0,False,none,HDV
305,10,11,4,0,14,235,0,False,none,HDV
305,12,3,12,0,10,255,0,False,none,HDV
305,1,8,6,0,10,255,0,False,none,HDV
305,2,22,15,4,9,260,0,False,none,AV
305,15,5,4,0,8,265,0,False,none,HDV
305,6,8,6,0,7,270,0,False,none,HDV
305,18,24,21,0,6,275,0,False,none,HDV
305,7,22,15,4,5,280,0,False,none,AV
305,9,15,19,0,4,285,0,False,none,HDV
305,20,3,4,4,3,290,0,False,none,AV
310,5,1,2,4,58,22,0,False,none,AV
310,17,21,20,0,47,78,0,False,none,AV
310,3,5,6,0,39,115,0,False,red,HDV
310,14,18,20,4,30,160,0,False,none,AV
310,0,10,11,0,21,205,0,False,none,HDV
310,4,3,12,4,19,215,0,False,none,AV
310,16,24,13,0,18,220,0,False,none,HDV
310,8,16,8,4,16,230,0,False,none,AV
310,11,13,12,0,15,235,0,False,none,HDV
310,10,11,4,0,15,235,0,False,none,HDV
310,12,3,12,0,11,255,0,False,none,HDV
310,1,8,6,0,11,255,0,False,none,HDV
310,2,22,15,4,10,260,0,False,none,AV
310,15,5,4,0,9,265,0,False,none,HDV
310,6,8,6,0,8,270,0,False,none,HDV
310,18,24,21,0,7,275,0,False,none,HDV
310,7,22,15,4,6,280,0,False,none,AV
310,9,15,19,0,5,285,0,False,none,HDV
310,20,3,4,4,4,290,0,False,none,AV
